Draft ID,Status,Campaign Name,User Attribute,Campaign Tags,SMS Sender,Template ID,Message Body,Send Campaign Toggle,Start Date,Conversion Goals,Request Limit
68885b612a3c4eb3c36713cd,Opened successfully,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
